customer_id,signup_date,region,plan_type,monthly_charge,is_churned,churn_date
549,2025-04-24,North America,Basic,29.0,0,
550,2025-08-23,North America,Basic,29.0,0,
551,2026-05-13,EMEA,Basic,29.0,0,
552,2025-11-07,North America,Basic,29.0,0,
553,2026-04-12,LATAM,Basic,29.0,1,2026-08-18
554,2026-01-16,EMEA,Enterprise,199.0,0,
555,2026-09-10,North America,Pro,79.0,0,
556,2025-11-23,North America,Pro,79.0,0,
557,2025-06-16,North America,Basic,29.0,0,
558,2024-12-15,APAC,Pro,79.0,0,
559,2026-04-01,EMEA,Pro,79.0,0,
560,2026-04-10,LATAM,Pro,79.0,1,2026-09-10
561,2026-04-03,North America,Enterprise,199.0,0,
562,2025-06-12,LATAM,Basic,29.0,0,
563,2024-11-15,North America,Pro,79.0,0,
564,2025-09-05,EMEA,Pro,79.0,0,
565,2025-06-22,EMEA,Basic,29.0,1,2026-08-08
566,2026-05-13,EMEA,Pro,79.0,0,
567,2026-08-27,North America,Basic,29.0,0,
568,2025-09-19,EMEA,Pro,79.0,0,
569,2024-12-27,EMEA,Basic,29.0,1,2025-06-20
570,2025-04-30,North America,Basic,29.0,0,
571,2026-01-07,North America,Basic,29.0,0,
572,2025-01-26,North America,Pro,79.0,1,2026-02-11
573,2025-03-18,EMEA,Pro,79.0,0,
574,2026-04-19,APAC,Pro,79.0,0,
575,2025-05-26,EMEA,Enterprise,199.0,0,
576,2026-08-05,EMEA,Basic,29.0,0,
577,2025-04-21,North America,Pro,79.0,0,
578,2025-05-08,EMEA,Basic,29.0,1,2026-06-27
579,2026-05-15,APAC,Pro,79.0,1,2026-08-21
580,2026-01-12,North America,Basic,29.0,1,2026-08-01
581,2026-07-17,APAC,Pro,79.0,0,
582,2025-01-25,North America,Basic,29.0,0,
583,2026-08-21,APAC,Pro,79.0,0,
584,2026-06-22,APAC,Basic,29.0,0,
585,2025-06-02,EMEA,Basic,29.0,0,
586,2026-03-08,North America,Pro,79.0,0,
587,2025-12-08,EMEA,Pro,79.0,0,
588,2026-07-23,EMEA,Pro,79.0,0,
589,2025-07-23,North America,Basic,29.0,1,2026-01-30
590,2025-10-03,APAC,Pro,79.0,0,
591,2025-10-29,EMEA,Basic,29.0,0,
592,2026-09-02,EMEA,Basic,29.0,0,
593,2025-12-29,EMEA,Pro,79.0,0,
594,2025-05-14,North America,Basic,29.0,0,
595,2025-03-22,North America,Pro,79.0,0,
596,2026-02-20,EMEA,Pro,79.0,0,
597,2026-04-10,North America,Basic,29.0,0,
598,2024-11-12,North America,Pro,79.0,0,
599,2025-12-10,EMEA,Basic,29.0,1,2026-08-09
600,2024-11-03,EMEA,Basic,29.0,0,
601,2025-12-24,North America,Pro,79.0,0,
602,2025-05-03,North America,Pro,79.0,0,
603,2026-06-17,EMEA,Basic,29.0,0,
604,2025-04-30,North America,Basic,29.0,0,
605,2026-03-30,APAC,Pro,79.0,0,
606,2025-07-27,EMEA,Basic,29.0,0,
607,2026-08-27,North America,Enterprise,199.0,0,
608,2025-11-26,APAC,Basic,29.0,0,
609,2025-02-07,LATAM,Enterprise,199.0,0,
610,2025-08-26,North America,Basic,29.0,0,
611,2026-02-14,APAC,Pro,79.0,1,2026-08-24
612,2026-01-06,North America,Basic,29.0,1,2026-08-27
613,2026-03-12,APAC,Basic,29.0,0,
614,2026-01-09,EMEA,Enterprise,199.0,0,
615,2025-01-04,North America,Basic,29.0,0,
616,2025-10-02,EMEA,Pro,79.0,0,
617,2025-12-14,APAC,Basic,29.0,0,
618,2025-07-18,EMEA,Basic,29.0,0,
619,2026-02-09,EMEA,Pro,79.0,0,
620,2024-11-17,APAC,Pro,79.0,1,2026-04-01
621,2025-03-11,North America,Enterprise,199.0,0,
622,2025-04-26,North America,Enterprise,199.0,0,
623,2025-08-06,LATAM,Enterprise,199.0,0,
624,2026-08-02,LATAM,Basic,29.0,0,
625,2026-07-27,North America,Pro,79.0,0,
626,2025-05-28,North America,Basic,29.0,0,
627,2025-05-07,North America,Basic,29.0,0,
628,2026-08-28,North America,Basic,29.0,0,
629,2025-09-17,EMEA,Basic,29.0,0,
630,2025-02-13,LATAM,Basic,29.0,0,
631,2025-01-13,North America,Basic,29.0,1,2026-02-23
632,2025-02-14,APAC,Basic,29.0,0,
633,2026-04-30,EMEA,Basic,29.0,1,2026-08-21
634,2025-05-07,North America,Basic,29.0,0,
635,2026-09-04,North America,Basic,29.0,0,
636,2025-01-11,EMEA,Basic,29.0,1,2025-06-16
637,2025-12-14,EMEA,Basic,29.0,0,
638,2024-12-26,North America,Basic,29.0,1,2025-11-12
639,2026-08-06,APAC,Pro,79.0,0,
640,2025-04-12,North America,Pro,79.0,0,
641,2025-06-03,North America,Basic,29.0,0,
642,2026-06-01,North America,Basic,29.0,1,2026-07-02
643,2025-02-13,LATAM,Enterprise,199.0,0,
644,2026-04-13,APAC,Basic,29.0,0,
645,2024-12-14,APAC,Enterprise,199.0,1,2025-03-23
646,2024-12-01,North America,Basic,29.0,0,
647,2026-02-26,North America,Basic,29.0,0,
648,2026-07-18,EMEA,Basic,29.0,0,
649,2025-08-14,EMEA,Basic,29.0,1,2025-12-26
650,2025-08-31,LATAM,Basic,29.0,0,
651,2026-08-29,EMEA,Pro,79.0,0,
652,2025-12-22,EMEA,Basic,29.0,0,
653,2024-12-28,APAC,Basic,29.0,0,
654,2024-11-26,North America,Pro,79.0,0,
655,2025-01-31,APAC,Pro,79.0,1,2025-07-20
656,2025-09-21,APAC,Basic,29.0,0,
657,2025-03-20,APAC,Pro,79.0,0,
658,2025-01-29,APAC,Enterprise,199.0,0,
659,2025-07-06,North America,Pro,79.0,0,
660,2026-07-05,North America,Enterprise,199.0,0,
661,2026-02-24,EMEA,Basic,29.0,0,
662,2025-01-14,North America,Basic,29.0,0,
663,2026-03-06,EMEA,Basic,29.0,1,2026-04-08
664,2025-10-28,North America,Basic,29.0,0,
665,2024-11-06,North America,Enterprise,199.0,0,
666,2025-12-04,LATAM,Pro,79.0,0,
667,2025-08-24,North America,Enterprise,199.0,0,
668,2026-02-27,North America,Basic,29.0,0,
669,2026-03-13,North America,Basic,29.0,0,
670,2026-01-20,LATAM,Basic,29.0,0,
671,2024-12-28,APAC,Basic,29.0,0,
672,2026-05-01,North America,Basic,29.0,0,
673,2025-10-13,APAC,Basic,29.0,0,
674,2025-04-19,EMEA,Pro,79.0,0,
675,2025-03-04,EMEA,Pro,79.0,1,2026-05-27
676,2026-07-14,North America,Pro,79.0,0,
677,2024-10-02,APAC,Enterprise,199.0,0,
678,2025-08-11,North America,Pro,79.0,1,2026-06-08
679,2024-12-01,LATAM,Basic,29.0,0,
680,2024-11-14,North America,Basic,29.0,0,
681,2025-10-17,APAC,Pro,79.0,0,
682,2026-03-02,APAC,Pro,79.0,1,2026-07-10
683,2025-12-20,North America,Pro,79.0,0,
684,2025-08-19,North America,Basic,29.0,0,
685,2025-08-31,North America,Pro,79.0,0,
686,2025-04-26,North America,Basic,29.0,1,2026-06-24
687,2025-03-18,EMEA,Basic,29.0,0,
688,2025-10-02,North America,Basic,29.0,0,
689,2025-06-29,North America,Basic,29.0,0,
690,2025-08-08,North America,Pro,79.0,0,
691,2025-09-01,EMEA,Basic,29.0,1,2026-02-05
692,2024-11-20,LATAM,Basic,29.0,0,
693,2024-11-01,North America,Enterprise,199.0,0,
694,2026-04-17,APAC,Pro,79.0,0,
695,2025-02-21,EMEA,Pro,79.0,1,2025-05-25
696,2025-02-11,APAC,Enterprise,199.0,0,
697,2026-07-23,EMEA,Pro,79.0,1,2026-09-09
698,2024-10-23,North America,Pro,79.0,0,
699,2025-02-09,North America,Pro,79.0,1,2026-02-13
700,2024-11-21,North America,Enterprise,199.0,0,
701,2025-11-09,EMEA,Pro,79.0,0,
702,2025-09-28,North America,Basic,29.0,1,2026-01-31
703,2025-03-02,North America,Basic,29.0,1,2025-12-08
704,2026-04-17,EMEA,Basic,29.0,0,
705,2025-12-04,North America,Basic,29.0,1,2026-08-17
706,2026-04-10,APAC,Basic,29.0,0,
707,2025-10-03,LATAM,Pro,79.0,0,
708,2026-05-03,APAC,Basic,29.0,0,
709,2025-08-23,North America,Basic,29.0,0,
710,2025-07-15,North America,Pro,79.0,1,2026-04-12
711,2025-05-27,EMEA,Pro,79.0,0,
712,2025-06-30,North America,Pro,79.0,0,
713,2025-05-13,APAC,Pro,79.0,0,
714,2025-03-27,LATAM,Basic,29.0,1,2026-02-23
715,2025-10-03,North America,Pro,79.0,0,
716,2026-05-05,North America,Pro,79.0,0,
717,2026-02-17,EMEA,Basic,29.0,0,
718,2024-11-27,North America,Basic,29.0,1,2025-08-08
719,2025-09-05,North America,Basic,29.0,0,
720,2025-03-31,North America,Basic,29.0,0,
721,2024-10-23,APAC,Basic,29.0,1,2025-04-16
722,2025-10-09,APAC,Pro,79.0,0,
723,2025-11-10,North America,Enterprise,199.0,0,
724,2025-03-11,North America,Basic,29.0,0,
725,2026-02-11,EMEA,Pro,79.0,0,
726,2026-06-21,North America,Enterprise,199.0,0,
727,2025-03-29,North America,Pro,79.0,0,
728,2025-03-31,APAC,Basic,29.0,0,
729,2025-11-05,LATAM,Enterprise,199.0,0,
730,2025-04-05,APAC,Pro,79.0,0,
731,2025-05-15,LATAM,Enterprise,199.0,0,
732,2025-09-05,North America,Basic,29.0,0,
733,2025-03-21,North America,Enterprise,199.0,0,
734,2026-08-18,LATAM,Pro,79.0,0,
735,2026-01-01,EMEA,Enterprise,199.0,1,2026-03-25
736,2025-06-20,North America,Basic,29.0,0,
737,2025-12-23,APAC,Basic,29.0,0,
738,2026-02-17,LATAM,Enterprise,199.0,0,
739,2026-02-03,North America,Basic,29.0,0,
740,2025-05-19,EMEA,Pro,79.0,0,
741,2025-07-29,North America,Pro,79.0,1,2026-01-08
742,2025-03-24,LATAM,Basic,29.0,0,
743,2025-01-04,North America,Basic,29.0,0,
744,2024-11-01,LATAM,Enterprise,199.0,0,
745,2025-12-19,EMEA,Pro,79.0,0,
746,2025-04-13,North America,Basic,29.0,0,
747,2026-04-07,EMEA,Enterprise,199.0,0,
748,2024-11-20,North America,Basic,29.0,0,
749,2024-11-25,EMEA,Basic,29.0,0,
750,2026-08-09,EMEA,Basic,29.0,0,
751,2025-04-30,EMEA,Basic,29.0,1,2025-10-26
752,2025-01-27,LATAM,Basic,29.0,0,
753,2026-08-08,North America,Basic,29.0,0,
754,2025-10-15,EMEA,Basic,29.0,0,
755,2025-06-27,North America,Basic,29.0,0,
756,2026-05-01,North America,Pro,79.0,1,2026-09-04
757,2026-08-16,EMEA,Basic,29.0,0,
758,2026-05-27,North America,Pro,79.0,0,
759,2026-03-20,North America,Basic,29.0,0,
760,2026-01-30,EMEA,Enterprise,199.0,0,
761,2025-11-09,North America,Basic,29.0,0,
762,2026-03-14,APAC,Pro,79.0,0,
763,2025-02-01,EMEA,Pro,79.0,0,
764,2025-03-21,EMEA,Enterprise,199.0,0,
765,2025-12-08,APAC,Basic,29.0,1,2026-06-30
766,2026-07-05,EMEA,Enterprise,199.0,0,
767,2024-12-08,EMEA,Basic,29.0,1,2026-07-30
768,2025-07-10,North America,Basic,29.0,0,
769,2026-07-01,LATAM,Basic,29.0,0,
770,2025-03-03,APAC,Basic,29.0,1,2025-07-13
771,2025-01-12,LATAM,Pro,79.0,0,
772,2025-11-25,APAC,Enterprise,199.0,0,
773,2026-01-28,EMEA,Pro,79.0,1,2026-05-08
774,2026-08-29,EMEA,Pro,79.0,0,
775,2025-09-05,EMEA,Basic,29.0,0,
776,2025-07-03,North America,Basic,29.0,0,
777,2025-08-07,North America,Pro,79.0,0,
778,2026-09-02,APAC,Enterprise,199.0,0,
779,2025-02-15,North America,Enterprise,199.0,0,
780,2025-08-25,APAC,Pro,79.0,0,
781,2025-04-11,EMEA,Pro,79.0,0,
782,2026-02-09,LATAM,Basic,29.0,0,
783,2026-03-12,APAC,Pro,79.0,0,
784,2025-11-18,North America,Pro,79.0,1,2026-01-01
785,2025-04-24,North America,Enterprise,199.0,0,
786,2025-10-05,North America,Basic,29.0,0,
787,2026-03-02,North America,Pro,79.0,0,
788,2025-06-05,LATAM,Pro,79.0,0,
789,2026-01-29,EMEA,Basic,29.0,0,
790,2025-06-22,North America,Basic,29.0,0,
791,2025-10-31,EMEA,Basic,29.0,1,2026-03-19
792,2026-08-25,APAC,Pro,79.0,0,
793,2026-03-10,North America,Pro,79.0,1,2026-04-11
794,2025-03-27,EMEA,Basic,29.0,0,
795,2025-08-09,North America,Basic,29.0,0,
796,2025-10-21,APAC,Basic,29.0,0,
797,2025-08-06,EMEA,Basic,29.0,0,
798,2025-01-13,APAC,Basic,29.0,1,2026-03-02
799,2025-07-17,EMEA,Pro,79.0,0,
800,2025-07-11,North America,Basic,29.0,0,
801,2026-07-30,APAC,Basic,29.0,0,
802,2024-11-28,North America,Pro,79.0,0,
803,2026-08-08,APAC,Pro,79.0,0,
804,2026-02-22,North America,Basic,29.0,0,
805,2025-11-02,North America,Basic,29.0,0,
806,2025-04-13,EMEA,Enterprise,199.0,0,
807,2026-07-16,APAC,Pro,79.0,0,
808,2026-03-04,LATAM,Pro,79.0,0,
809,2026-04-25,North America,Pro,79.0,0,
810,2025-06-22,North America,Basic,29.0,0,
811,2026-08-28,EMEA,Enterprise,199.0,0,
812,2025-05-16,APAC,Pro,79.0,0,
813,2025-09-05,APAC,Basic,29.0,0,
814,2025-01-29,EMEA,Basic,29.0,0,
815,2026-06-28,APAC,Pro,79.0,1,2026-08-09
816,2025-10-26,EMEA,Enterprise,199.0,0,
817,2025-03-04,EMEA,Enterprise,199.0,0,
818,2026-05-07,North America,Basic,29.0,0,
819,2025-04-03,LATAM,Basic,29.0,0,
820,2025-03-31,EMEA,Pro,79.0,0,
821,2025-05-03,North America,Basic,29.0,0,
822,2026-02-14,North America,Pro,79.0,0,
823,2025-12-19,APAC,Basic,29.0,0,
824,2025-10-28,EMEA,Enterprise,199.0,1,2026-08-27
825,2024-10-15,North America,Basic,29.0,0,
826,2024-10-19,APAC,Pro,79.0,0,
827,2025-09-18,EMEA,Basic,29.0,0,
828,2025-08-10,North America,Pro,79.0,0,
829,2025-07-25,APAC,Basic,29.0,0,
830,2025-12-19,EMEA,Pro,79.0,0,
831,2026-02-14,LATAM,Basic,29.0,0,
832,2025-11-18,North America,Enterprise,199.0,1,2026-04-11
833,2024-10-23,APAC,Basic,29.0,0,
834,2026-07-29,North America,Basic,29.0,0,
835,2026-04-01,North America,Pro,79.0,0,
836,2025-01-19,EMEA,Basic,29.0,0,
837,2025-12-01,North America,Pro,79.0,0,
838,2025-03-06,North America,Basic,29.0,1,2025-04-14
839,2026-08-10,North America,Pro,79.0,0,
840,2025-12-03,EMEA,Pro,79.0,0,
841,2025-01-29,North America,Pro,79.0,0,
842,2026-06-16,APAC,Basic,29.0,1,2026-08-01
843,2025-10-02,APAC,Enterprise,199.0,0,
844,2026-02-21,North America,Basic,29.0,0,
845,2025-05-29,EMEA,Basic,29.0,1,2026-06-06
846,2026-05-11,North America,Basic,29.0,0,
847,2026-03-08,North America,Basic,29.0,1,2026-05-02
848,2026-01-11,LATAM,Pro,79.0,0,
849,2025-01-11,North America,Basic,29.0,0,
850,2025-10-04,APAC,Enterprise,199.0,0,
851,2025-01-06,North America,Pro,79.0,0,
852,2025-02-19,APAC,Basic,29.0,0,
853,2025-12-23,North America,Basic,29.0,0,
854,2025-10-17,North America,Pro,79.0,0,
855,2026-01-11,North America,Basic,29.0,0,
856,2025-12-06,North America,Enterprise,199.0,0,
857,2024-11-30,APAC,Basic,29.0,0,
858,2026-05-28,APAC,Basic,29.0,0,
859,2026-06-18,EMEA,Basic,29.0,0,
860,2026-09-01,North America,Basic,29.0,0,
861,2025-02-11,APAC,Pro,79.0,0,
862,2025-12-26,EMEA,Enterprise,199.0,1,2026-04-01
863,2026-08-26,EMEA,Basic,29.0,0,
864,2026-05-02,EMEA,Pro,79.0,0,
865,2026-03-16,LATAM,Enterprise,199.0,0,
866,2026-08-09,APAC,Basic,29.0,0,
867,2026-07-19,EMEA,Pro,79.0,0,
868,2026-06-20,APAC,Pro,79.0,1,2026-08-30
869,2026-01-24,LATAM,Pro,79.0,0,
870,2026-02-16,APAC,Basic,29.0,0,
871,2026-03-04,North America,Basic,29.0,1,2026-07-08
872,2026-01-14,EMEA,Basic,29.0,0,
873,2026-02-23,EMEA,Basic,29.0,0,
874,2026-08-01,North America,Basic,29.0,1,2026-09-06
875,2024-10-01,EMEA,Pro,79.0,0,
876,2026-07-15,APAC,Enterprise,199.0,0,
877,2026-08-19,EMEA,Basic,29.0,0,
878,2024-11-25,EMEA,Basic,29.0,0,
879,2026-06-27,APAC,Basic,29.0,0,
880,2026-01-07,APAC,Basic,29.0,1,2026-08-19
881,2025-09-29,EMEA,Basic,29.0,0,
882,2026-03-19,LATAM,Basic,29.0,0,
883,2026-02-17,North America,Enterprise,199.0,0,
884,2025-01-18,APAC,Pro,79.0,0,
885,2025-11-07,North America,Basic,29.0,1,2026-03-14
886,2025-11-29,APAC,Basic,29.0,1,2026-03-02
887,2026-08-06,APAC,Basic,29.0,0,
888,2024-10-05,EMEA,Enterprise,199.0,0,
889,2026-05-23,North America,Enterprise,199.0,0,
890,2025-03-31,EMEA,Enterprise,199.0,0,
891,2025-01-15,North America,Pro,79.0,0,
892,2026-03-01,EMEA,Enterprise,199.0,0,
893,2026-09-10,EMEA,Pro,79.0,0,
894,2025-09-17,APAC,Basic,29.0,0,
895,2025-11-27,EMEA,Basic,29.0,0,
896,2026-04-14,APAC,Pro,79.0,0,
897,2026-07-10,APAC,Enterprise,199.0,0,
898,2026-09-04,North America,Pro,79.0,0,
899,2026-07-28,North America,Pro,79.0,0,
900,2026-07-15,North America,Pro,79.0,0,
901,2026-02-04,North America,Basic,29.0,0,
902,2026-08-22,LATAM,Pro,79.0,0,
903,2025-07-20,APAC,Pro,79.0,0,
904,2025-01-18,EMEA,Basic,29.0,1,2025-07-15
905,2025-07-01,North America,Basic,29.0,0,
906,2025-06-14,North America,Basic,29.0,1,2025-08-14
907,2026-04-08,EMEA,Basic,29.0,1,2026-08-20
908,2026-08-23,EMEA,Pro,79.0,0,
909,2026-07-25,APAC,Enterprise,199.0,0,
910,2025-07-22,North America,Pro,79.0,0,
911,2025-12-01,North America,Basic,29.0,0,
912,2026-04-19,LATAM,Basic,29.0,1,2026-08-22
913,2025-12-28,North America,Pro,79.0,0,
914,2026-07-26,LATAM,Pro,79.0,0,
915,2025-04-20,EMEA,Pro,79.0,0,
916,2025-03-31,LATAM,Basic,29.0,0,
917,2026-03-11,North America,Enterprise,199.0,0,
918,2025-06-28,North America,Basic,29.0,1,2026-05-23
919,2026-01-21,APAC,Basic,29.0,0,
920,2025-08-27,North America,Basic,29.0,0,
921,2026-08-09,APAC,Pro,79.0,0,
922,2024-12-14,APAC,Pro,79.0,0,
923,2025-04-07,North America,Basic,29.0,0,
924,2026-04-10,APAC,Basic,29.0,0,
925,2025-05-07,North America,Basic,29.0,0,
926,2026-06-26,North America,Basic,29.0,0,
927,2026-07-27,LATAM,Pro,79.0,1,2026-09-06
928,2026-06-21,EMEA,Enterprise,199.0,0,
929,2025-08-25,North America,Basic,29.0,0,
930,2025-06-20,APAC,Basic,29.0,0,
931,2025-10-19,North America,Enterprise,199.0,0,
932,2025-07-31,EMEA,Basic,29.0,0,
933,2025-01-07,North America,Pro,79.0,0,
934,2024-10-08,LATAM,Pro,79.0,0,
935,2025-05-07,North America,Pro,79.0,0,
936,2026-04-04,EMEA,Basic,29.0,0,
937,2025-12-20,APAC,Pro,79.0,0,
938,2025-03-07,LATAM,Pro,79.0,1,2026-03-11
939,2025-04-01,North America,Basic,29.0,0,
940,2025-05-22,EMEA,Pro,79.0,0,
941,2025-11-19,EMEA,Basic,29.0,0,
942,2026-04-01,North America,Pro,79.0,1,2026-05-17
943,2024-12-14,APAC,Pro,79.0,0,
944,2026-09-03,EMEA,Basic,29.0,0,
945,2025-12-23,North America,Basic,29.0,0,
946,2025-03-10,APAC,Basic,29.0,0,
947,2026-04-12,North America,Basic,29.0,0,
948,2026-07-26,EMEA,Basic,29.0,0,
949,2026-04-22,LATAM,Pro,79.0,1,2026-05-27
950,2026-04-04,North America,Pro,79.0,0,
951,2025-09-18,North America,Basic,29.0,1,2026-07-07
952,2026-06-24,North America,Basic,29.0,0,
953,2026-05-04,North America,Basic,29.0,0,
954,2026-04-16,APAC,Enterprise,199.0,0,
955,2024-12-08,EMEA,Basic,29.0,0,
956,2025-09-04,North America,Pro,79.0,0,
957,2025-07-19,EMEA,Basic,29.0,0,
958,2026-01-05,LATAM,Basic,29.0,0,
959,2025-03-06,EMEA,Pro,79.0,0,
960,2025-12-13,North America,Basic,29.0,1,2026-04-02
961,2026-07-19,North America,Basic,29.0,0,
962,2025-09-05,APAC,Basic,29.0,0,
963,2025-08-09,EMEA,Basic,29.0,0,
964,2024-12-23,North America,Pro,79.0,0,
965,2026-04-05,APAC,Basic,29.0,1,2026-05-24
966,2026-03-04,APAC,Enterprise,199.0,0,
967,2026-05-28,APAC,Pro,79.0,0,
968,2026-04-06,North America,Basic,29.0,0,
969,2025-05-17,APAC,Basic,29.0,0,
970,2025-02-15,EMEA,Enterprise,199.0,0,
971,2026-02-27,EMEA,Basic,29.0,1,2026-05-29
972,2026-06-21,APAC,Pro,79.0,0,
973,2025-03-13,APAC,Basic,29.0,1,2025-09-08
974,2025-10-03,APAC,Basic,29.0,1,2026-07-09
975,2025-05-28,North America,Basic,29.0,1,2025-10-10
976,2025-11-02,EMEA,Pro,79.0,0,
977,2026-07-27,EMEA,Basic,29.0,0,
978,2025-07-08,APAC,Pro,79.0,0,
979,2025-03-28,North America,Pro,79.0,0,
980,2024-12-19,North America,Pro,79.0,0,
981,2026-03-13,North America,Enterprise,199.0,0,
982,2026-02-06,APAC,Basic,29.0,0,
983,2025-12-25,North America,Enterprise,199.0,0,
984,2025-05-05,North America,Pro,79.0,0,
985,2025-01-30,North America,Pro,79.0,0,
986,2025-01-25,EMEA,Basic,29.0,0,
987,2025-03-15,EMEA,Basic,29.0,0,
988,2025-02-08,EMEA,Basic,29.0,0,
989,2024-11-10,North America,Pro,79.0,0,
990,2025-04-03,North America,Basic,29.0,0,
991,2026-07-15,EMEA,Enterprise,199.0,1,2026-09-06
992,2024-12-27,APAC,Pro,79.0,0,
993,2026-02-06,EMEA,Basic,29.0,1,2026-06-21
994,2025-04-05,EMEA,Pro,79.0,0,
995,2026-09-03,EMEA,Basic,29.0,0,
996,2026-05-28,North America,Basic,29.0,1,2026-08-14
997,2025-04-26,North America,Basic,29.0,0,
998,2025-03-03,LATAM,Pro,79.0,0,
999,2026-06-07,North America,Enterprise,199.0,1,2026-09-09
1000,2026-08-07,APAC,Basic,29.0,1,2026-09-10
