request_id,employee_id,department,submitted_date,amount,category,status
448,213,Customer Support,2025-10-09,1050.22,Travel,Approved
449,61,Finance,2026-09-09,139.43,Travel,Approved
450,25,Customer Support,2026-04-18,232.18,Software/Subscriptions,Pending
451,120,Engineering,2025-11-14,131.29,Software/Subscriptions,Approved
452,200,Engineering,2025-11-07,2484.95,Travel,Approved
453,47,Finance,2026-02-12,222.46,Office Equipment,Approved
454,74,Engineering,2026-06-30,1463.78,Office Equipment,Approved
455,97,Customer Support,2026-07-10,223.97,Software/Subscriptions,Pending
456,139,Finance,2025-11-24,399.41,Travel,Approved
457,145,Customer Support,2024-10-31,2524.51,Software/Subscriptions,Approved
458,52,Sales,2024-12-14,187.82,Software/Subscriptions,Approved
459,87,Customer Support,2025-08-23,348.31,Travel,Approved
460,159,Engineering,2025-05-27,194.3,Office Equipment,Approved
461,144,Engineering,2026-04-28,297.68,Travel,Pending
462,186,HR,2026-07-24,366.63,Travel,Approved
463,88,Engineering,2024-11-20,246.87,Travel,Rejected
464,116,Customer Support,2026-01-07,1323.92,Travel,Approved
465,161,HR,2024-10-19,413.09,Travel,Rejected
466,127,Sales,2025-11-17,1838.33,Travel,Approved
467,93,Sales,2024-12-11,400.88,Client Entertainment,Approved
468,83,Finance,2025-09-20,273.75,Travel,Approved
469,171,Sales,2025-08-02,226.38,Travel,Pending
470,33,Engineering,2026-06-25,1067.8,Office Equipment,Pending
471,39,Sales,2025-08-27,351.78,Travel,Approved
472,24,Engineering,2025-10-13,264.96,Travel,Approved
473,192,Sales,2025-06-23,35.03,Training/Conferences,Approved
474,83,Finance,2025-09-03,383.11,Travel,Approved
475,194,Marketing,2025-02-19,70.75,Travel,Approved
476,42,Sales,2025-11-28,325.73,Office Equipment,Approved
477,66,Engineering,2026-08-09,145.45,Client Entertainment,Pending
478,132,Sales,2025-06-28,345.79,Travel,Approved
479,67,Finance,2025-04-29,49.94,Client Entertainment,Approved
480,59,Customer Support,2025-05-10,194.05,Travel,Approved
481,94,Engineering,2026-05-28,253.98,Travel,Approved
482,86,Customer Support,2026-08-03,1766.23,Office Equipment,Rejected
483,61,Finance,2025-10-30,418.55,Training/Conferences,Approved
484,219,Engineering,2024-12-10,91.35,Software/Subscriptions,Approved
485,161,HR,2025-02-28,64.84,Client Entertainment,Approved
486,6,Engineering,2025-04-10,236.45,Training/Conferences,Approved
487,97,Customer Support,2026-04-17,1584.37,Travel,Approved
488,137,Marketing,2025-09-07,1188.75,Software/Subscriptions,Approved
489,181,Engineering,2025-12-07,981.73,Software/Subscriptions,Approved
490,75,Customer Support,2026-02-18,65.77,Software/Subscriptions,Approved
491,68,HR,2025-05-13,2738.7,Training/Conferences,Approved
492,66,Engineering,2025-01-12,425.41,Travel,Approved
493,112,Engineering,2025-01-12,398.19,Software/Subscriptions,Approved
494,135,Customer Support,2025-04-27,148.92,Travel,Approved
495,206,Customer Support,2025-04-08,340.72,Travel,Approved
496,85,Sales,2026-09-05,161.53,Training/Conferences,Approved
497,52,Sales,2026-01-10,541.71,Software/Subscriptions,Approved
498,92,Finance,2025-06-28,94.39,Travel,Pending
499,3,Marketing,2026-01-29,242.06,Client Entertainment,Approved
500,30,Marketing,2024-10-18,475.54,Travel,Pending
